number,value,params_EPOCHS,params_dropout_l0,params_dropout_l1,params_dropout_l2,params_lr,params_n_layers,params_n_units_l0,params_n_units_l1,params_n_units_l2
348,8.552282452001236e-05,223,0.3526052583624946,0.1517050718609562,0.12027658792906765,0.0003129426082393298,3,1888,608.0,1824.0
525,8.554469010656855e-05,254,0.3468985054319385,0.10982852587986802,0.11176266850174466,0.0002724468224510878,3,1696,416.0,1888.0
72,8.557732083621279e-05,172,0.25072789606418266,0.47706402758113037,0.11387172974688316,0.0003661019234815561,3,1632,416.0,1248.0
573,8.567609099069765e-05,231,0.1274543475716437,0.1379930085419258,0.18065163157728673,0.00046287748557140654,3,1888,352.0,1504.0
2095,8.571669556355725e-05,205,0.263259565322777,0.14220351285655358,0.13122082250581413,0.00034276123646774585,3,1696,352.0,1440.0
2573,8.571853916995072e-05,115,0.14911999662049755,0.15003387785493788,0.11479380106910546,0.0005654541403961281,3,1760,480.0,1120.0
58,8.5809110532864e-05,329,0.2744661476757713,0.3875631858699399,0.24140587156057705,0.00039471283098365843,3,1184,416.0,1504.0
4252,8.582311165810097e-05,193,0.15431159272422662,0.13834212646441085,0.10445880588846168,0.00033471203178141434,3,1632,416.0,1696.0
5934,8.586898196275191e-05,480,0.11350247492006361,0.10266696656664469,0.1260063022608353,0.00038444637882459283,3,1696,352.0,1632.0
3970,8.611871659619889e-05,134,0.21742563499432094,0.1581462069725143,0.11385458176288431,0.0006091951039562619,3,1760,416.0,1696.0
865,8.622674734700315e-05,100,0.14470167408992515,0.1635137085921773,0.17139912739590474,0.0004246200123330666,3,1824,352.0,1376.0
616,8.637310747872107e-05,199,0.13893402239969485,0.19431772584300885,0.1190241626747846,0.00028851694076567196,3,1568,480.0,1952.0
65,8.641739720284628e-05,249,0.23944695365398821,0.3862592430512048,0.23199457441403729,0.00038423601722895875,3,1632,352.0,1440.0
161,8.645519192214124e-05,199,0.24289497662571438,0.32178777246045864,0.10837643096645895,0.000216944687071644,3,1568,416.0,2080.0
4908,8.647292767515561e-05,216,0.13739585909051205,0.11193944429349427,0.21127643537901003,0.0004907581486001032,3,1760,416.0,1824.0
1763,8.658713195472956e-05,102,0.2337044135549211,0.15014396299313587,0.1286263715549996,0.00038774089294582045,3,1696,352.0,1568.0
149,8.660097240256922e-05,279,0.23697732758483572,0.36565195571563536,0.20084449693380363,0.00027622779945292225,3,1952,480.0,1376.0
4705,8.66038858172639e-05,166,0.15530819939890775,0.10852308077733737,0.1763917352894417,0.0005786493643369175,3,1952,352.0,1632.0
4498,8.67018995146888e-05,90,0.2136508875673821,0.1354322430245652,0.12349145350733533,0.0003998622118441308,3,1824,416.0,1632.0
6016,8.670525458001065e-05,220,0.15973025875452618,0.13281361482244272,0.11756630785951716,0.0005058083608642939,3,1312,352.0,1504.0
6075,8.700975922693033e-05,152,0.10787656883718186,0.180373147857321,0.11730130430751257,0.00045664266651664987,3,1696,352.0,1696.0
106,8.709315273639126e-05,248,0.23977235919633408,0.34490548835812795,0.2189468913408817,0.00030658178849510357,3,1696,352.0,1632.0
73,8.718600171656969e-05,211,0.20103195636892832,0.39607608720026966,0.22762484283636095,0.0004560832698647415,3,1632,544.0,1248.0
4969,8.720625579978029e-05,207,0.1365874525237796,0.11284794390859992,0.12015667712118884,0.00048813490811988787,3,1824,352.0,1760.0
644,8.725524106315183e-05,221,0.10702880934198666,0.11079625075805885,0.11699627046558253,0.00047855525021242703,3,1760,352.0,1504.0
82,8.727693736242751e-05,231,0.2290681268360859,0.37146725304067485,0.11861327441759474,0.00035232314559017694,3,1504,608.0,1120.0
77,8.729678217302231e-05,255,0.1932268581389202,0.4276160051010151,0.11202537752235955,0.00035086058790020496,3,1696,544.0,1184.0
6784,8.734077030870442e-05,126,0.10262656799077094,0.15273999937316485,0.12528947873139173,0.00035545117242962376,3,1632,480.0,1568.0
66,8.754448196365653e-05,251,0.24097223560103043,0.38474138634498944,0.23456400009887973,0.00037964594384630375,3,2080,352.0,1440.0
3260,8.768881149687028e-05,144,0.11681767236583863,0.1320715188781467,0.15281448279939433,0.0007131242663223527,3,1824,352.0,1440.0
115,8.828641027018118e-05,253,0.23704190476491216,0.37281539525054525,0.2162918938303668,0.00040211382744366806,3,1696,352.0,1376.0
37,8.833794163365383e-05,380,0.22867403370553516,0.41773372169303774,0.2754518277073375,0.0002699205140200127,3,1824,480.0,1504.0
3131,8.83415159478318e-05,222,0.1332144670174372,0.1041840927546615,0.11625651304167015,0.0005848719738813704,3,1632,608.0,1568.0
1273,8.83458955892517e-05,481,0.22740275855462305,0.1113413217288001,0.14004037403187816,0.00037319059798006366,3,1632,352.0,1632.0
228,8.900305656425189e-05,217,0.18114248745353428,0.42039019089989627,0.23918421920910488,0.00033987951375057514,3,1696,352.0,1312.0
187,8.907033661671448e-05,229,0.24740154134464104,0.36603374324896915,0.10786679904900291,0.00041023009462670077,3,1632,352.0,1248.0
59,8.934246143326164e-05,218,0.2679336178817813,0.3849348967832545,0.24213089664196827,0.00017253977101380996,3,1568,416.0,1952.0
76,8.93883563549025e-05,164,0.19677218356843848,0.40958124764050724,0.10904346764722915,0.000462161414096463,3,1696,352.0,1312.0
70,8.944504018775964e-05,187,0.24411640963450126,0.47165159802575063,0.11387377559233464,0.00037352749886627096,3,1888,416.0,1440.0
867,8.945621605865502e-05,112,0.14393115887307578,0.15375137088069202,0.11937535455633425,0.000566093508351108,3,1824,416.0,1440.0
809,8.956838379769276e-05,211,0.12561888148359243,0.289152858718252,0.10267169588663679,0.00032890507969989734,3,1568,352.0,1440.0
345,8.962453842589943e-05,198,0.32493665093918556,0.18223227950645957,0.10034871040774343,0.0005180437589322682,3,1568,736.0,1760.0
780,8.974206721177325e-05,125,0.23499825395928192,0.18128732201207362,0.1153443563715996,0.0006082300431559012,3,1696,352.0,1696.0
55,8.989196830953006e-05,316,0.22057325810305584,0.444133663453196,0.19458939172948397,0.00016266653090803466,3,1760,672.0,2016.0
2446,9.008458231013113e-05,238,0.27356613503940236,0.10291699939697518,0.11547713117844646,0.0005478368139067585,3,1056,352.0,1568.0
85,9.010614230646752e-05,199,0.2244624723717289,0.43637354296171066,0.13308587577355976,0.0003445428500834103,3,1568,480.0,1504.0
61,9.015430817574574e-05,303,0.2716488304462572,0.38580643256916036,0.18268650338699557,0.00019025584988875124,3,2016,416.0,1440.0
610,9.021057388357198e-05,476,0.10432999543425135,0.10582375834683971,0.19042265217453416,0.0002586239824999151,3,1760,544.0,1440.0
159,9.038101852638647e-05,228,0.23011799128475716,0.31596598607734916,0.10910627214116027,0.000284416327073455,3,1504,352.0,1888.0
569,9.04523575930701e-05,215,0.22213750908246888,0.2919066406187326,0.14340415706191662,0.0002877496973624346,3,1696,352.0,1440.0
33,9.052694537482845e-05,449,0.2888316113111418,0.22514659569698076,0.18248421717234647,0.00024263452322983024,3,1056,1504.0,1888.0
424,9.069947457949942e-05,213,0.27882954654994363,0.16036654913838191,0.13101871890288438,0.0005264280027679618,3,1952,416.0,1504.0
312,9.075520392798353e-05,185,0.10737195558276635,0.14245870439104683,0.18779370841718135,0.00034885859751567546,3,1312,480.0,1568.0
45,9.08993595658103e-05,359,0.295447362888635,0.3509382429665165,0.2633263972262975,0.00024354979824154938,3,1376,480.0,1568.0
3862,9.125318465521559e-05,138,0.1815142771064845,0.16293126114278753,0.11207525898672642,0.00038101736564695796,3,1760,352.0,1440.0
512,9.131571702406897e-05,269,0.3004925227025777,0.15347230539193882,0.2084647185156203,0.0003229106938973882,3,1888,352.0,1568.0
260,9.136398778840279e-05,250,0.2347725562805685,0.38988632016074976,0.19899551057812348,0.00038355627721525293,3,1632,352.0,1440.0
91,9.142065209744032e-05,272,0.21606818801490835,0.36648631476901855,0.11960681370012774,0.0004668495661658946,3,1504,864.0,1056.0
125,9.152888390720667e-05,259,0.21062069557005542,0.41294261898961687,0.10453475320535985,0.0002662630933723829,3,1696,352.0,1376.0
35,9.160557080273672e-05,370,0.29365180540262287,0.4015851639980389,0.2857413159125202,0.0002633602044463582,3,1312,544.0,1568.0
23,9.165033140258553e-05,345,0.2234256398836548,0.4987246077780852,0.2137539929359115,0.00014219315218330308,3,1824,672.0,2144.0
157,9.171526119947279e-05,248,0.23007351626438746,0.33572234287310715,0.11092602480313035,0.0003556484943361544,3,1632,416.0,1888.0
11,9.180473134620115e-05,393,0.23319144584275878,0.42351804597814224,0.31847469447500937,0.000320507965248989,3,1440,352.0,1440.0
3410,9.181571343409208e-05,101,0.3048556008192727,0.15681564908424173,0.12555161111254554,0.0003928947865548539,3,1696,480.0,1632.0
40,9.194494377879891e-05,531,0.30056821035976933,0.2337103682855636,0.2559624375076293,0.0002656058370697769,3,864,1760.0,1504.0
252,9.194721969834063e-05,241,0.2502164913141616,0.3223579449182884,0.14401547389519972,0.0004508014334263435,3,2016,672.0,1184.0
180,9.212764246816127e-05,377,0.2021460011941188,0.154515217247693,0.26299422902780284,0.0003993641239328144,3,1696,544.0,1760.0
331,9.219210490603776e-05,202,0.3368650140493522,0.11748298809935737,0.10485011664957335,0.0005089073473865493,3,1504,352.0,1760.0
121,9.274199231488941e-05,338,0.2659160981717715,0.462207188321139,0.1052520659544707,0.00032214010180360185,3,1504,992.0,1376.0
148,9.274524600186851e-05,225,0.23901393799126028,0.3437501492741635,0.23260689828353165,0.000270593593709512,3,1760,480.0,1312.0
423,9.288015062338672e-05,224,0.14664686737784322,0.17296320764136708,0.20302557156871628,0.0004508491783926175,3,1824,480.0,1504.0
4813,9.314602284575813e-05,235,0.25934589797955465,0.10970384905633855,0.12730863437119136,0.0005635184174564853,3,1888,352.0,1888.0
62,9.326324082697587e-05,238,0.2752976120013835,0.3702861163558126,0.18155180334942017,0.00039197277797668235,3,2016,352.0,1888.0
38,9.341290509231233e-05,354,0.3103500745858514,0.4181556923261705,0.26472872262726965,0.0002889662975079045,3,1824,480.0,928.0
5585,9.355250319155554e-05,161,0.24658507666514928,0.24400480641774586,0.12362334570031193,0.00051854192246706,3,1888,480.0,1696.0
209,9.379914129870788e-05,153,0.2592965525835307,0.29373320242738643,0.24339385851232156,0.0004971866332631042,3,1184,480.0,1632.0
3021,9.401895513292403e-05,625,0.3318897552830082,0.16082049820848646,0.10648940020034194,0.0004191119111904635,3,1824,352.0,1440.0
5164,9.416874030042285e-05,195,0.1703533400422667,0.14349509153093243,0.2638925865758093,0.00047557054573515105,3,1952,416.0,1760.0
2848,9.422778881950459e-05,91,0.10693887299152455,0.13017375019928987,0.12802892614353228,0.0004660233262222797,3,1632,416.0,1504.0
15,9.423155922074026e-05,102,0.491733977126517,0.10168676129878568,,0.000455306730974685,2,2144,1056.0,
36,9.530514883711778e-05,383,0.30093901255993827,0.4156474796660143,0.2952649620462633,0.0002586070649143872,3,1120,480.0,1504.0
163,9.620139195855396e-05,200,0.22579469539755723,0.3606814216596204,0.10872799524716224,0.0004590298697541973,3,1568,352.0,1696.0
249,9.624600691798454e-05,253,0.25078554497494576,0.3855569513869239,0.10633641253636164,0.0004184104412457256,3,1696,544.0,1376.0
34,9.637642773062302e-05,437,0.3013337447664225,0.2511536484527232,0.18263152656765255,0.00021897949679426605,3,1120,1376.0,1760.0
495,9.641904155917776e-05,242,0.26144142598199077,0.1041017003766196,0.12822114239958213,0.0006180973613864652,3,1824,352.0,1568.0
2646,9.843321070851137e-05,253,0.20969077651598003,0.15246569169752097,0.10914424673751051,0.0006380410539426812,3,1760,416.0,1632.0
75,9.901484712221039e-05,236,0.202481890423277,0.3937229168457594,0.2274691526442657,0.00036625735867667315,3,1568,416.0,1312.0
1605,9.905475550719227e-05,160,0.16565721151412646,0.1522870541289228,0.17029292299521528,0.0006700643265814107,3,1760,352.0,1504.0
39,9.930569455415631e-05,356,0.2948272665258813,0.36579687790624865,0.27932850637158274,0.00026788022459445183,3,864,544.0,992.0
